"","year","lnw","female","widowed","divorced","separated","nevermarried","hsd08","hsd911","hsg","cg","ad","mw","so","we","exp1","exp2","exp3","exp4","weight","married","ne","sc"
"1692605",2012,2.77453994237104,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0.64,0.512,0.4096,1815.09,TRUE,FALSE,FALSE
"1692606",2012,2.97521063783319,0,0,0,0,0,0,0,0,1,0,0,1,0,27,7.29,19.683,53.1441,1776.88,TRUE,FALSE,FALSE
"1692607",2012,3.79619118990302,1,0,0,0,0,0,0,0,1,0,0,1,0,28,7.84,21.952,61.4656,1776.88,TRUE,FALSE,FALSE
"1692609",2012,1.7404661748405,1,0,0,1,0,0,0,1,0,0,0,1,0,24,5.76,13.824,33.1776,3340.11,FALSE,FALSE,FALSE
"1692614",2012,2.55139639105683,0,0,0,0,0,0,0,0,0,0,0,1,0,21.5,4.6225,9.938375,21.36750625,1695.11,TRUE,FALSE,TRUE
"1692618",2012,2.65675690671466,1,0,0,1,0,0,0,0,0,1,0,1,0,5,0.25,0.125,0.0625,1810.21,FALSE,FALSE,FALSE
"1692622",2012,2.84944125054416,0,0,0,0,0,0,0,0,0,0,0,1,0,27.5,7.5625,20.796875,57.19140625,3250.38,TRUE,FALSE,TRUE
"1692623",2012,2.59221838557709,1,0,0,0,0,0,0,1,0,0,0,1,0,27,7.29,19.683,53.1441,3250.38,TRUE,FALSE,FALSE
"1692625",2012,2.47443534992071,0,0,0,0,0,0,0,0,1,0,0,1,0,29,8.41,24.389,70.7281,1624.01,TRUE,FALSE,FALSE
"1692627",2012,3.14226472249636,1,0,0,0,0,0,0,0,0,1,0,1,0,29,8.41,24.389,70.7281,3313.92,TRUE,FALSE,FALSE
"1692631",2012,2.41397738088359,1,0,0,0,0,0,0,0,0,0,0,1,0,27,7.29,19.683,53.1441,2020.37,TRUE,FALSE,TRUE
"1692634",2012,2.14593128294867,1,0,0,0,1,0,0,1,0,0,0,1,0,11,1.21,1.331,1.4641,2372.18,FALSE,FALSE,FALSE
"1692639",2012,1.80109079665694,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0.49,0.343,0.2401,3825.75,FALSE,FALSE,FALSE
"1692640",2012,2.04057076729084,0,0,0,0,1,0,0,1,0,0,0,1,0,8,0.64,0.512,0.4096,3993.92,FALSE,FALSE,FALSE
"1692641",2012,1.78128816936076,0,0,1,0,0,0,0,0,0,0,0,1,0,22.5,5.0625,11.390625,25.62890625,4175.65,FALSE,FALSE,TRUE
"1692642",2012,1.91635684130417,1,0,1,0,0,0,0,0,0,0,0,1,0,27.5,7.5625,20.796875,57.19140625,1889.99,FALSE,FALSE,TRUE
"1692643",2012,2.76211742237249,1,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1767.29,TRUE,FALSE,FALSE
"1692644",2012,2.53897387105828,0,0,0,0,0,0,0,1,0,0,0,1,0,21,4.41,9.261,19.4481,1767.29,TRUE,FALSE,FALSE
"1692645",2012,2.22597399062221,1,0,0,0,0,0,0,0,0,0,0,1,0,6.5,0.4225,0.274625,0.17850625,1928.6,TRUE,FALSE,TRUE
"1692646",2012,2.14593128294867,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0.49,0.343,0.2401,1928.6,TRUE,FALSE,FALSE
"1692648",2012,2.43361335540045,0,0,0,0,0,0,0,1,0,0,0,1,0,18,3.24,5.832,10.4976,1742.33,TRUE,FALSE,FALSE
"1692649",2012,2.75206708651898,0,0,0,0,0,0,0,0,1,0,0,1,0,31,9.61,29.791,92.3521,1636.64,TRUE,FALSE,FALSE
"1692653",2012,3.3499040872746,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1732.66,TRUE,FALSE,FALSE
"1692654",2012,3.57304763858881,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0.25,0.125,0.0625,3456.68,TRUE,FALSE,FALSE
"1692655",2012,2.79651884908982,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0.09,0.027,0.0081,3456.68,TRUE,FALSE,FALSE
"1692657",2012,3.41756273574842,0,0,0,0,0,0,0,0,0,0,0,1,0,30.5,9.3025,28.372625,86.53650625,1730.24,TRUE,FALSE,TRUE
"1692659",2012,2.55139639105683,1,0,0,0,0,0,0,1,0,0,0,1,0,35,12.25,42.875,150.0625,3184.81,TRUE,FALSE,FALSE
"1692660",2012,1.28848105109745,0,0,0,0,0,0,0,1,0,0,0,1,0,32,10.24,32.768,104.8576,3184.81,TRUE,FALSE,FALSE
"1692661",2012,3.9446111950213,1,0,0,0,0,0,0,0,1,0,0,1,0,13,1.69,2.197,2.8561,3592.54,TRUE,FALSE,FALSE
"1692663",2012,2.32028467009345,0,0,1,0,0,0,1,0,0,0,0,1,0,21,4.41,9.261,19.4481,2223.62,FALSE,FALSE,FALSE
"1692664",2012,2.1144326158893,0,0,0,0,0,0,1,0,0,0,0,1,0,27,7.29,19.683,53.1441,1789.99,TRUE,FALSE,FALSE
"1692666",2012,2.33524224572643,0,0,0,0,1,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,3381.72,FALSE,FALSE,FALSE
"1692668",2012,2.46101232958856,1,0,0,0,1,0,0,0,0,0,0,1,0,19,3.61,6.859,13.0321,3550.95,FALSE,FALSE,TRUE
"1692669",2012,2.40186465708587,1,0,0,0,1,0,0,0,1,0,0,1,0,3,0.09,0.027,0.0081,3506.42,FALSE,FALSE,FALSE
"1692671",2012,2.07979148044412,1,0,0,0,0,0,1,0,0,0,0,1,0,31,9.61,29.791,92.3521,3589.26,TRUE,FALSE,FALSE
"1692672",2012,2.77453994237104,0,0,0,1,0,0,0,0,0,0,0,1,0,18.5,3.4225,6.331625,11.71350625,3138.67,FALSE,FALSE,TRUE
"1692674",2012,2.05162060347743,0,0,1,0,0,0,1,0,0,0,0,1,0,36,12.96,46.656,167.9616,3745.58,FALSE,FALSE,FALSE
"1692675",2012,2.65675690671466,0,0,0,0,0,0,0,1,0,0,0,1,0,21,4.41,9.261,19.4481,3198.18,TRUE,FALSE,FALSE
"1692676",2012,1.84582669049833,1,0,0,0,0,0,1,0,0,0,0,1,0,21,4.41,9.261,19.4481,3198.18,TRUE,FALSE,FALSE
"1692679",2012,2.4643850140672,1,0,0,0,1,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,1634.15,FALSE,FALSE,FALSE
"1692682",2012,1.89746992365017,1,1,0,0,0,0,0,1,0,0,0,1,0,19,3.61,6.859,13.0321,1530.45,FALSE,FALSE,FALSE
"1692683",2012,1.16510202993694,1,0,0,0,0,0,0,0,0,0,0,1,0,25.5,6.5025,16.581375,42.28250625,1914.27,TRUE,FALSE,TRUE
"1692684",2012,2.85560776545982,0,0,0,0,0,0,0,0,0,0,0,1,0,26,6.76,17.576,45.6976,1914.27,TRUE,FALSE,TRUE
"1692689",2012,3.02832046314714,1,0,0,0,1,0,0,1,0,0,0,1,0,25,6.25,15.625,39.0625,1474.55,FALSE,FALSE,FALSE
"1692692",2012,3.45526460293243,0,0,0,0,0,0,0,0,1,0,0,1,0,20,4,8,16,1936.31,TRUE,FALSE,FALSE
"1692693",2012,2.57879536524495,0,0,0,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,1946.89,TRUE,FALSE,FALSE
"1692696",2012,2.56148672611036,0,0,0,0,1,0,0,0,0,0,0,1,0,28,7.84,21.952,61.4656,3035.83,FALSE,FALSE,TRUE
"1692697",2012,3.34993265829502,0,0,0,0,1,0,0,0,0,0,0,1,0,29.5,8.7025,25.672375,75.73350625,3035.83,FALSE,FALSE,TRUE
"1692698",2012,3.15145314855077,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1792.72,TRUE,FALSE,FALSE
"1692700",2012,3.24454357161678,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1682.45,TRUE,FALSE,FALSE
"1692705",2012,2.87990045802887,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0.04,0.008,0.0016,3635.76,FALSE,FALSE,FALSE
"1692706",2012,1.80945904632746,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5,0.2025,0.091125,0.04100625,3635.76,TRUE,FALSE,TRUE
"1692707",2012,3.55691825665893,1,0,0,0,0,0,0,0,0,0,0,1,0,23,5.29,12.167,27.9841,3538.34,TRUE,FALSE,TRUE
"1692708",2012,3.57304763858881,0,0,0,0,0,0,0,0,1,0,0,1,0,27,7.29,19.683,53.1441,3290.8,TRUE,FALSE,FALSE
"1692709",2012,2.87990045802887,1,0,0,0,0,0,0,1,0,0,0,1,0,31,9.61,29.791,92.3521,3290.8,TRUE,FALSE,FALSE
"1692710",2012,4.7361984483945,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1789.99,TRUE,FALSE,FALSE
"1692712",2012,3.53222564406856,0,0,0,0,0,0,0,0,1,0,0,1,0,18,3.24,5.832,10.4976,1480.24,TRUE,FALSE,FALSE
"1692713",2012,3.24454357161678,1,0,0,0,0,0,0,0,1,0,0,1,0,30,9,27,81,1755.09,TRUE,FALSE,FALSE
"1692714",2012,3.5528449312713,0,0,0,0,0,0,0,0,0,0,0,1,0,31,9.61,29.791,92.3521,1755.09,TRUE,FALSE,TRUE
"1692715",2012,3.14226472249636,0,0,0,0,0,0,0,0,0,1,0,1,0,20,4,8,16,1887.12,TRUE,FALSE,FALSE
"1692717",2012,4.60266705576997,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1887.12,TRUE,FALSE,FALSE
"1692720",2012,4.01130256951997,0,0,0,0,0,0,0,0,1,0,0,1,0,28,7.84,21.952,61.4656,3244.11,TRUE,FALSE,FALSE
"1692721",2012,2.49423797721688,1,0,0,1,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,1797.12,FALSE,FALSE,FALSE
"1692724",2012,2.32028467009345,1,0,0,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,3321.79,TRUE,FALSE,FALSE
"1692725",2012,3.93305037262022,0,0,0,0,0,0,0,0,0,1,0,1,0,27,7.29,19.683,53.1441,1634.15,TRUE,FALSE,FALSE
"1692727",2012,5.19948312739149,0,0,0,0,0,0,0,0,0,1,0,1,0,17,2.89,4.913,8.3521,1792.52,TRUE,FALSE,FALSE
"1692729",2012,3.24454357161678,0,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1893.84,TRUE,FALSE,FALSE
"1692731",2012,3.64536830016844,1,0,0,0,0,0,0,0,1,0,0,1,0,10,1,1,1,3372.71,TRUE,FALSE,FALSE
"1692732",2012,2.36907483426288,1,0,0,0,0,0,0,0,0,0,0,1,0,6.5,0.4225,0.274625,0.17850625,3635.76,TRUE,FALSE,TRUE
"1692733",2012,1.58631549501325,1,0,1,0,0,0,0,1,0,0,0,1,0,25,6.25,15.625,39.0625,3538.34,FALSE,FALSE,FALSE
"1692734",2012,2.09714111877924,0,0,0,0,1,0,1,0,0,0,0,1,0,7,0.49,0.343,0.2401,3948.09,FALSE,FALSE,FALSE
"1692735",2012,3.17257007199169,1,0,0,0,0,0,0,0,0,0,0,1,0,21.5,4.6225,9.938375,21.36750625,1764.6,TRUE,FALSE,TRUE
"1692736",2012,2.87990045802887,0,0,0,0,0,0,0,0,0,0,0,1,0,27.5,7.5625,20.796875,57.19140625,1764.6,TRUE,FALSE,TRUE
"1692737",2012,2.13950039261838,1,0,0,0,1,0,0,0,1,0,0,1,0,15,2.25,3.375,5.0625,3431.76,FALSE,FALSE,FALSE
"1692738",2012,2.72907756829429,1,0,0,0,1,0,0,0,1,0,0,1,0,18,3.24,5.832,10.4976,3308.63,FALSE,FALSE,FALSE
"1692739",2012,2.60066744006362,0,0,1,0,0,0,0,0,0,0,0,1,0,14.5,2.1025,3.048625,4.42050625,3333.47,FALSE,FALSE,TRUE
"1692741",2012,4.08387326235481,0,0,0,0,0,0,0,0,0,1,0,1,0,15,2.25,3.375,5.0625,1705.7,TRUE,FALSE,FALSE
"1692743",2012,2.13636183193252,1,0,0,0,0,0,0,0,0,1,0,1,0,14,1.96,2.744,3.8416,1705.7,TRUE,FALSE,FALSE
"1692744",2012,3.09960954689444,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5,1.3225,1.520875,1.74900625,1513.64,TRUE,FALSE,TRUE
"1692745",2012,2.47443534992071,1,0,0,0,0,0,0,0,0,1,0,1,0,10,1,1,1,1789.93,TRUE,FALSE,FALSE
"1692746",2012,2.17718382645277,1,0,0,0,0,0,0,1,0,0,0,1,0,20,4,8,16,1818.31,TRUE,FALSE,FALSE
"1692747",2012,2.68144951930503,0,0,0,0,0,0,0,1,0,0,0,1,0,13,1.69,2.197,2.8561,1818.31,TRUE,FALSE,FALSE
"1692748",2012,2.73734891404496,0,0,1,0,0,0,0,0,1,0,0,1,0,23,5.29,12.167,27.9841,3522.86,FALSE,FALSE,FALSE
"1692750",2012,3.97851274669698,0,0,0,0,0,0,0,0,1,0,0,1,0,13,1.69,2.197,2.8561,1668.2,TRUE,FALSE,FALSE
"1692751",2012,3.52175434420126,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,1,1,2089.87,TRUE,FALSE,FALSE
"1692753",2012,2.75206708651898,0,0,0,0,0,1,0,0,0,0,0,1,0,24.5,6.0025,14.706125,36.03000625,2108.24,TRUE,FALSE,FALSE
"1692755",2012,2.0813927618111,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0.36,0.216,0.1296,2100.4,TRUE,FALSE,TRUE
"1692758",2012,2.59791640669173,0,0,0,0,0,0,0,1,0,0,0,1,0,12,1.44,1.728,2.0736,1897.53,TRUE,FALSE,FALSE
"1692759",2012,2.91912117118215,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0.25,0.125,0.0625,1897.53,TRUE,FALSE,FALSE
"1692761",2012,2.36907483426288,0,0,0,0,0,0,0,1,0,0,0,1,0,14,1.96,2.744,3.8416,1855.16,TRUE,FALSE,FALSE
"1692762",2012,2.26371431860505,1,0,0,0,0,0,0,0,1,0,0,1,0,10,1,1,1,1855.16,TRUE,FALSE,FALSE
"1692765",2012,2.90807133499557,0,0,0,0,0,0,0,0,0,1,0,1,0,23,5.29,12.167,27.9841,1800.17,TRUE,FALSE,FALSE
"1692767",2012,3.17257007199169,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0.09,0.027,0.0081,1634.69,TRUE,FALSE,FALSE
"1692769",2012,2.4643850140672,1,0,0,0,1,0,0,0,1,0,0,1,0,11,1.21,1.331,1.4641,1862.96,FALSE,FALSE,FALSE
"1692770",2012,3.46768712293099,0,0,0,0,1,0,0,0,0,0,0,1,0,23.5,5.5225,12.977875,30.49800625,1862.96,FALSE,FALSE,TRUE
"1692772",2012,3.3499040872746,0,0,0,0,0,0,0,0,0,0,0,1,0,20.5,4.2025,8.615125,17.66100625,1893.84,TRUE,FALSE,TRUE
"1692774",2012,2.91912117118215,0,0,0,0,0,0,0,1,0,0,0,1,0,11,1.21,1.331,1.4641,1824.66,TRUE,FALSE,FALSE
"1692775",2012,2.52322551409014,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0.49,0.343,0.2401,1824.66,TRUE,FALSE,FALSE
"1692776",2012,2.87990045802887,0,0,0,1,0,0,0,0,1,0,0,1,0,13,1.69,2.197,2.8561,4229.3,FALSE,FALSE,FALSE
"1692777",2012,2.99322914333587,0,0,0,0,0,0,0,0,1,0,0,1,0,20,4,8,16,3550.95,TRUE,FALSE,FALSE
"1692778",2012,2.90187936474764,1,0,0,0,0,0,0,0,0,0,0,1,0,21.5,4.6225,9.938375,21.36750625,3550.95,TRUE,FALSE,TRUE
"1692780",2012,3.72719831841607,0,0,0,0,0,0,0,0,0,0,0,1,0,24,5.76,13.824,33.1776,1893.84,TRUE,FALSE,TRUE
"1692783",2012,3.55057478273676,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1818.31,TRUE,FALSE,FALSE
"1692784",2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1818.31,TRUE,FALSE,FALSE
"1692785",2012,3.06222201482282,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5,1.3225,1.520875,1.74900625,1818.31,TRUE,FALSE,TRUE
"1692789",2012,2.97290690054346,0,0,0,0,0,0,0,0,0,1,0,1,0,12,1.44,1.728,2.0736,1902.8,TRUE,FALSE,FALSE
"1692791",2012,2.4431828064166,1,0,0,0,0,0,0,0,0,0,0,1,0,21.5,4.6225,9.938375,21.36750625,1818.31,TRUE,FALSE,TRUE
"1692792",2012,3.0985896589937,0,0,0,0,0,0,0,0,1,0,0,1,0,14,1.96,2.744,3.8416,1818.31,TRUE,FALSE,FALSE
"1692793",2012,3.60260644083036,0,0,0,0,0,0,0,0,1,0,0,1,0,25,6.25,15.625,39.0625,3230.64,TRUE,FALSE,FALSE
"1692794",2012,3.3499040872746,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1.69,2.197,2.8561,1943.59,TRUE,FALSE,TRUE
"1692796",2012,2.60546361232711,1,0,0,0,0,0,0,0,1,0,0,1,0,20,4,8,16,2025.95,TRUE,FALSE,FALSE
"1692797",2012,3.37946288951615,0,0,0,0,0,0,0,0,1,0,0,1,0,20,4,8,16,2025.95,TRUE,FALSE,FALSE
"1692798",2012,3.0985896589937,0,0,0,1,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1891.94,FALSE,FALSE,FALSE
"1692800",2012,3.00897750030401,0,0,0,0,0,0,0,0,1,0,0,1,0,19,3.61,6.859,13.0321,2149.04,TRUE,FALSE,FALSE
"1692802",2012,2.18675327746892,0,0,0,0,0,0,0,0,1,0,0,1,0,20,4,8,16,2063.34,TRUE,FALSE,FALSE
"1692803",2012,3.3499040872746,0,0,0,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,2007.9,TRUE,FALSE,FALSE
"1692808",2012,1.61698511806948,0,0,0,0,0,0,0,0,0,0,0,1,0,23,5.29,12.167,27.9841,1733.18,TRUE,FALSE,TRUE
"1692810",2012,3.33732530506774,0,0,0,0,0,0,0,0,0,1,0,1,0,19,3.61,6.859,13.0321,1733.18,TRUE,FALSE,FALSE
"1692811",2012,3.1267605359604,1,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1917.52,TRUE,FALSE,FALSE
"1692812",2012,3.1267605359604,0,0,0,0,0,0,0,0,0,0,0,1,0,19,3.61,6.859,13.0321,1917.52,TRUE,FALSE,TRUE
"1692814",2012,2.97521063783319,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.49,0.343,0.2401,1833.38,TRUE,FALSE,TRUE
"1692815",2012,2.83907846350861,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2.89,4.913,8.3521,2340.37,TRUE,FALSE,FALSE
"1692819",2012,2.28530868388475,0,0,0,0,0,0,0,0,0,0,0,1,0,32,10.24,32.768,104.8576,2110.1,TRUE,FALSE,TRUE
"1692822",2012,2.82381099137783,0,0,0,0,0,0,0,0,0,1,0,1,0,23,5.29,12.167,27.9841,1893.84,TRUE,FALSE,FALSE
"1692823",2012,2.70554707088409,1,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1893.84,TRUE,FALSE,FALSE
"1692824",2012,2.65675690671466,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0.09,0.027,0.0081,3456.68,TRUE,FALSE,FALSE
"1692827",2012,2.77453994237104,0,0,0,0,0,0,0,0,0,1,0,1,0,18,3.24,5.832,10.4976,1767.4,TRUE,FALSE,FALSE
"1692828",2012,2.52892353520477,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0.36,0.216,0.1296,3456.68,TRUE,FALSE,FALSE
"1692829",2012,2.3771720444955,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0.81,0.729,0.6561,3664.79,FALSE,FALSE,TRUE
"1692830",2012,2.52062473239008,1,0,1,0,0,0,1,0,0,0,0,1,0,38,14.44,54.872,208.5136,3184.81,FALSE,FALSE,FALSE
"1692831",2012,1.7404661748405,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0.64,0.512,0.4096,1798.78,TRUE,FALSE,FALSE
"1692832",2012,2.77453994237104,1,0,1,0,0,0,0,0,1,0,0,1,0,19,3.61,6.859,13.0321,3308.63,FALSE,FALSE,FALSE
"1692835",2012,2.65675690671466,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0.09,0.027,0.0081,3217.94,FALSE,FALSE,FALSE
"1692836",2012,3.21637269465008,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0.25,0.125,0.0625,3610.64,TRUE,FALSE,FALSE
"1692837",2012,2.36907483426288,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0.49,0.343,0.2401,3610.64,TRUE,FALSE,FALSE
"1692838",2012,2.73371794785079,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0.04,0.008,0.0016,3610.64,FALSE,FALSE,FALSE
"1692840",2012,3.44521426707893,1,0,1,0,0,0,0,0,1,0,0,1,0,25,6.25,15.625,39.0625,1771.62,FALSE,FALSE,FALSE
"1692842",2012,2.98365969231972,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0.36,0.216,0.1296,1875.8,TRUE,FALSE,FALSE
"1692843",2012,3.0351933424349,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0.36,0.216,0.1296,1916.02,TRUE,FALSE,FALSE
"1692844",2012,2.6159349121944,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0.49,0.343,0.2401,1916.02,TRUE,FALSE,FALSE
"1692846",2012,2.52690128982401,0,0,0,0,0,0,0,0,0,0,0,1,0,19,3.61,6.859,13.0321,1769.46,TRUE,FALSE,TRUE
"1692847",2012,3.3499040872746,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0.16,0.064,0.0256,3691.31,TRUE,FALSE,FALSE
"1692848",2012,2.97521063783319,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.01,0.001,1e-04,3691.31,TRUE,FALSE,FALSE
"1692849",2012,3.06222201482282,0,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1430.98,TRUE,FALSE,FALSE
"1692850",2012,3.14226472249636,0,0,0,0,0,0,0,0,0,1,0,1,0,22,4.84,10.648,23.4256,1809.07,TRUE,FALSE,FALSE
"1692851",2012,3.03145035615607,1,0,0,0,0,0,0,0,0,1,0,1,0,20,4,8,16,1809.07,TRUE,FALSE,FALSE
"1692853",2012,2.91912117118215,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0.16,0.064,0.0256,1964.84,TRUE,FALSE,FALSE
"1692854",2012,2.94443897916644,0,0,0,0,0,0,0,1,0,0,0,1,0,18,3.24,5.832,10.4976,1985.79,TRUE,FALSE,FALSE
"1692856",2012,3.55962461825667,0,0,0,0,0,0,0,0,1,0,0,1,0,25,6.25,15.625,39.0625,1855.72,TRUE,FALSE,FALSE
"1692858",2012,2.4643850140672,1,0,0,0,0,0,0,0,1,0,0,1,0,10,1,1,1,1918.18,TRUE,FALSE,FALSE
"1692859",2012,3.07875131677403,0,0,0,0,0,0,0,0,1,0,0,1,0,11,1.21,1.331,1.4641,1918.18,TRUE,FALSE,FALSE
"1692860",2012,3.42994679494814,0,0,0,0,0,0,0,0,0,1,0,1,0,13,1.69,2.197,2.8561,1990.9,TRUE,FALSE,FALSE
"1692864",2012,2.83907846350861,0,0,0,0,0,0,0,0,0,1,0,1,0,24,5.76,13.824,33.1776,2070.74,TRUE,FALSE,FALSE
"1692867",2012,3.6122683517421,0,0,0,0,0,0,0,0,0,1,0,1,0,13,1.69,2.197,2.8561,1893.84,TRUE,FALSE,FALSE
"1692868",2012,3.05385376515231,0,0,1,0,0,0,0,0,0,1,0,1,0,14,1.96,2.744,3.8416,3359.88,FALSE,FALSE,FALSE
"1692869",2012,3.57304763858881,1,0,1,0,0,0,0,0,0,1,0,1,0,22,4.84,10.648,23.4256,1800.17,FALSE,FALSE,FALSE
"1692870",2012,2.43361335540045,1,0,0,0,0,0,0,0,1,0,0,1,0,13,1.69,2.197,2.8561,1958.71,TRUE,FALSE,FALSE
"1692871",2012,2.72129542785223,0,0,0,0,0,0,0,0,1,0,0,1,0,17,2.89,4.913,8.3521,1958.71,TRUE,FALSE,FALSE
"1692874",2012,2.54022309045871,0,0,1,0,0,0,0,1,0,0,0,1,0,16,2.56,4.096,6.5536,1829.81,FALSE,FALSE,FALSE
"1692875",2012,2.63752554478677,0,0,0,0,0,0,0,1,0,0,0,1,0,10,1,1,1,2242.37,TRUE,FALSE,FALSE
"1692876",2012,2.49423797721688,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0.25,0.125,0.0625,2242.37,TRUE,FALSE,TRUE
"1692878",2012,3.02140002030257,0,0,0,0,0,0,0,0,0,1,0,1,0,24,5.76,13.824,33.1776,1725.82,TRUE,FALSE,FALSE
"1692883",2012,3.63758615972639,1,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,1843.44,TRUE,FALSE,FALSE
"1692884",2012,2.05891990595904,1,0,0,0,0,0,0,1,0,0,0,1,0,16,2.56,4.096,6.5536,1993.7,TRUE,FALSE,FALSE
"1692887",2012,3.01343185065339,0,0,0,0,0,0,0,0,0,0,0,1,0,20.5,4.2025,8.615125,17.66100625,2296.81,TRUE,FALSE,TRUE
"1692888",2012,2.87990045802887,1,0,0,0,0,0,0,1,0,0,0,1,0,21,4.41,9.261,19.4481,2296.81,TRUE,FALSE,FALSE
"1692889",2012,4.09184143200398,0,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,2353.21,TRUE,FALSE,FALSE
"1692891",2012,3.06222201482282,0,0,0,0,0,0,0,0,0,1,0,1,0,19,3.61,6.859,13.0321,2125.71,TRUE,FALSE,FALSE
"1692894",2012,3.3499040872746,0,0,0,0,0,0,0,0,0,0,0,1,0,9.5,0.9025,0.857375,0.81450625,1850.29,TRUE,FALSE,TRUE
"1692895",2012,2.93816936615284,0,0,0,0,0,0,0,0,1,0,0,1,0,10,1,1,1,2414.57,TRUE,FALSE,FALSE
"1692896",2012,2.14593128294867,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.09,0.027,0.0081,3635.76,TRUE,FALSE,FALSE
"1692898",2012,1.67592765370293,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0.64,0.512,0.4096,3956.87,FALSE,FALSE,TRUE
"1692901",2012,2.30008196277593,0,0,0,0,1,0,0,0,0,1,0,1,0,10,1,1,1,3333.47,FALSE,FALSE,FALSE
"1692903",2012,2.14593128294867,0,0,1,0,0,0,0,0,0,0,0,1,0,14.5,2.1025,3.048625,4.42050625,3383.07,FALSE,FALSE,TRUE
"1692904",2012,2.55139639105683,1,0,1,0,0,0,1,0,0,0,0,1,0,20,4,8,16,1815.69,FALSE,FALSE,FALSE
"1692905",2012,2.78778516912106,0,0,0,0,1,0,0,1,0,0,0,1,0,9,0.81,0.729,0.6561,3655.99,FALSE,FALSE,FALSE
"1692907",2012,3.59285026588499,0,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,3644.24,TRUE,FALSE,FALSE
"1692908",2012,3.21637269465008,1,0,0,0,0,0,0,0,0,0,0,1,0,15,2.25,3.375,5.0625,3644.24,TRUE,FALSE,TRUE
"1692910",2012,3.30338407163971,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0.81,0.729,0.6561,1943.59,TRUE,FALSE,FALSE
"1692912",2012,2.92748942085267,1,0,0,0,0,0,0,0,1,0,0,1,0,28,7.84,21.952,61.4656,3389.42,TRUE,FALSE,FALSE
